date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:00:12	84564/84564	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2002%20Sep%202021%2014:00:08%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Medium.ttf	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Medium.ttf	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:13	83624/83624	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:08%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Bold.eot	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Bold.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:13	83624/83624	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:08%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Bold.eot?	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Boldd41d.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:13	38372/38372	---MC-	200	added ('OK')	font/woff	date:Thu,%2002%20Sep%202021%2014:00:08%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Bold.woff	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Bold.woff	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:13	83456/83456	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2002%20Sep%202021%2014:00:09%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Bold.ttf	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Bold.ttf	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:13	88690/88690	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:09%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-RegularItalic.eot	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-RegularItalic.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:14	88690/88690	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:09%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-RegularItalic.eot?	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-RegularItalicd41d.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:14	40380/40380	---MC-	200	added ('OK')	font/woff	date:Thu,%2002%20Sep%202021%2014:00:09%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-RegularItalic.woff	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-RegularItalic.woff	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:14	88484/88484	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2002%20Sep%202021%2014:00:10%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-RegularItalic.ttf	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-RegularItalic.ttf	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:14	84900/84900	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:10%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Light.eot	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Light.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:14	84900/84900	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:10%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Light.eot?	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Lightd41d.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:15	38028/38028	---MC-	200	added ('OK')	font/woff	date:Thu,%2002%20Sep%202021%2014:00:10%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Light.woff	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Light.woff	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:15	84728/84728	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2002%20Sep%202021%2014:00:10%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Light.ttf	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Light.ttf	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:15	88966/88966	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:11%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-LightItalic.eot	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-LightItalic.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:15	88966/88966	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:11%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-LightItalic.eot?	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-LightItalicd41d.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:16	40884/40884	---MC-	200	added ('OK')	font/woff	date:Thu,%2002%20Sep%202021%2014:00:11%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-LightItalic.woff	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-LightItalic.woff	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:16	88768/88768	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2002%20Sep%202021%2014:00:11%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-LightItalic.ttf	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-LightItalic.ttf	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:16	82968/82968	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:11%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Heavy.eot	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Heavy.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:16	82968/82968	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:12%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Heavy.eot?	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Heavyd41d.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:16	37408/37408	---MC-	200	added ('OK')	font/woff	date:Thu,%2002%20Sep%202021%2014:00:12%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Heavy.woff	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Heavy.woff	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:17	82572/82572	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2002%20Sep%202021%2014:00:12%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Heavy.ttf	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Heavy.ttf	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:17	89206/89206	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:12%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-MediumItalic.eot	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-MediumItalic.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:17	89206/89206	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:12%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-MediumItalic.eot?	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-MediumItalicd41d.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:17	41800/41800	---MC-	200	added ('OK')	font/woff	date:Thu,%2002%20Sep%202021%2014:00:13%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-MediumItalic.woff	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-MediumItalic.woff	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:18	88764/88764	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2002%20Sep%202021%2014:00:13%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-MediumItalic.ttf	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-MediumItalic.ttf	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:18	84804/84804	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:13%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Thin.eot?	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Thind41d.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:18	84804/84804	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Sep%202021%2014:00:13%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Thin.eot	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Thin.eot	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:18	37788/37788	---MC-	200	added ('OK')	font/woff	date:Thu,%2002%20Sep%202021%2014:00:14%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Thin.woff	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Thin.woff	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:19	84636/84636	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2002%20Sep%202021%2014:00:14%20GMT	https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Thin.ttf	E:/Websites/RecoveryKings/cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy-Thin.ttf	(from https://cdn.rawgit.com/mfd/09b70eb47474836f25a21660282ce0fd/raw/e06a670afcb2b861ed2ac4a1ef752d062ef6b46b/Gilroy.css?ver=2.0.7)
15:00:19	54266/54266	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Line.eot?v=2.4.0	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Lineb26c.eot	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/icons.min.css?ver=2.0.7)
15:00:20	30064/30064	---M--	200	added ('OK')	font/woff2	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Line.woff2?v=2.4.0	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Lineb26c.woff2	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/icons.min.css?ver=2.0.7)
15:00:20	54056/54056	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Line.ttf?v=2.4.0	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Lineb26c.ttf	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/icons.min.css?ver=2.0.7)
15:00:20	81332/81332	---M--	200	added ('OK')	font/woff	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Line.woff?v=2.4.0	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Lineb26c.woff	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/icons.min.css?ver=2.0.7)
15:00:20	41081/41081	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Sep%202021%2014:00:16%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Line.svg?v=2.4.0	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/icons/Icons-Line.a7b26c.delayed	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/icons.min.css?ver=2.0.7)
15:00:21	4024/4024	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Gallery.eot?n1z373	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Galleryd641.eot	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/gallery.min.css?ver=2.0.7)
15:00:21	4024/4024	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Gallery.eot?	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Galleryd41d.eot	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/gallery.min.css?ver=2.0.7)
15:00:21	3956/3956	---M--	200	added ('OK')	font/woff	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Gallery.woff?n1z373	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Galleryd641.woff	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/gallery.min.css?ver=2.0.7)
15:00:22	3880/3880	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Gallery.ttf?n1z373	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Galleryd641.ttf	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/gallery.min.css?ver=2.0.7)
15:00:22	8431/8431	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Gallery.svg?n1z373	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/fonts/gallery/Galleryd641.svg	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/gallery.min.css?ver=2.0.7)
15:00:22	41081/41081	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Sep%202021%2014:00:18%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/images/favicon.ico	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/images/favicon.ad.delayed	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/gallery.min.css?ver=2.0.7)
15:00:23	4178/4178	---M--	200	added ('OK')	image/gif	date:Sat,%2015%20May%202021%2021:58:22%20GMT	https://recoverykings.net/wp-content/themes/leverage/assets/images/loading.gif	E:/Websites/RecoveryKings/recoverykings.net/wp-content/themes/leverage/assets/images/loading.gif	(from https://recoverykings.net/wp-content/themes/leverage/assets/css/vendor/gallery.min.css?ver=2.0.7)
15:00:23	1009/1009	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/10.0/modules/shortcodes/img/slideshow-controls.png	E:/Websites/RecoveryKings/c0.wp.com/p/jetpack/10.0/modules/shortcodes/img/slideshow-controls.png	(from https://c0.wp.com/p/jetpack/10.0/css/jetpack.css)
15:00:23	1944/1944	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/10.0/modules/shortcodes/img/slideshow-controls-2x.png	E:/Websites/RecoveryKings/c0.wp.com/p/jetpack/10.0/modules/shortcodes/img/slideshow-controls-2x.png	(from https://c0.wp.com/p/jetpack/10.0/css/jetpack.css)
15:00:24	5704/5704	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/10.0/modules/shortcodes/images/slide-nav.png	E:/Websites/RecoveryKings/c0.wp.com/p/jetpack/10.0/modules/shortcodes/images/slide-nav.png	(from https://c0.wp.com/p/jetpack/10.0/css/jetpack.css)
15:00:24	2039/2039	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/10.0/modules/shortcodes/images/expand.png	E:/Websites/RecoveryKings/c0.wp.com/p/jetpack/10.0/modules/shortcodes/images/expand.png	(from https://c0.wp.com/p/jetpack/10.0/css/jetpack.css)
15:00:24	2072/2072	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/10.0/modules/shortcodes/images/collapse.png	E:/Websites/RecoveryKings/c0.wp.com/p/jetpack/10.0/modules/shortcodes/images/collapse.png	(from https://c0.wp.com/p/jetpack/10.0/css/jetpack.css)
15:00:25	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	E:/Websites/RecoveryKings/secure.gravatar.com/images/grav-share-sprite.png	(from https://c0.wp.com/p/jetpack/10.0/css/jetpack.css)
15:00:25	67346/67346	---M-Z	200	added ('OK')	text/html	etag:%2227866-1630590537;gz%22	https://recoverykings.net/shop/page/2/	E:/Websites/RecoveryKings/recoverykings.net/shop/page/2/index.html	(from https://recoverykings.net/shop/)
15:00:25	68020/68020	---M--	200	added ('OK')	image/png	etag:%220bcb2df0b1098070%22	https://i2.wp.com/recoverykings.net/wp-content/uploads/2021/03/Impulse.png?resize=512%2C512&ssl=1	E:/Websites/RecoveryKings/i2.wp.com/recoverykings.net/wp-content/uploads/2021/03/Impulsea7a3.png	(from https://recoverykings.net/shop/)
15:00:25	33699/33699	---M-Z	200	added ('OK')	application/rss+xml	etag:%227ec59a723d0066fe3faaaa64d4fd17d6%22	https://recoverykings.net/shop/feed/	E:/Websites/RecoveryKings/recoverykings.net/shop/feed/index.html	(from https://recoverykings.net/shop/)
